Location ID,Location,Date (Year Month),Value in F,Rank,1901-2000 Mean in F,Anomaly (1901-2000 base period)
3900,South Dakota,201705,56,68,56,0
4000,Tennessee,201705,66.6,69,66.1,0.5
4100,Texas,201705,72,49,72.5,-0.5
4200,Utah,201705,55.6,74,54.7,0.9
4300,Vermont,201705,51.8,52,52.2,-0.4
4400,Virginia,201705,63.4,67,63.2,0.2
4500,Washington,201705,53.7,95,51.8,1.9
4600,West Virginia,201705,61,72,60.5,0.5
4700,Wisconsin,201705,53.3,44,54.6,-1.3
4800,Wyoming,201705,49.2,72,48.4,0.8
100,Alabama,201706,75.8,20,77.5,-1.7
200,Arizona,201706,79.8,124,74.4,5.4
300,Arkansas,201706,75.5,31,76.5,-1
400,California,201706,72.8,119,68.2,4.6
500,Colorado,201706,64.8,109,61.2,3.6
600,Connecticut,201706,67,97,65.4,1.6
700,Delaware,201706,73.6,115,70.7,2.9
800,Florida,201706,80.2,83,79.5,0.7
900,Georgia,201706,76.6,34,77.4,-0.8
1000,Idaho,201706,59.1,101,56.7,2.4
1100,Illinois,201706,72.7,85,71.4,1.3
1200,Indiana,201706,71.1,70,70.5,0.6
1300,Iowa,201706,71.1,99,69.1,2
1400,Kansas,201706,75.1,91,73.3,1.8
1500,Kentucky,201706,71.7,40,72.6,-0.9
1600,Louisiana,201706,78.5,19,79.8,-1.3
1700,Maine,201706,61,93,59.8,1.2
1800,Maryland,201706,72.6,104,70.6,2
1900,Massachusetts,201706,66,100,64.4,1.6
2000,Michigan,201706,65.3,94,63.3,2
2100,Minnesota,201706,65,86,63.7,1.3
2200,Mississippi,201706,76.7,20,78.3,-1.6
2300,Missouri,201706,73.5,74,73,0.5
2400,Montana,201706,60.6,101,58.3,2.3
2500,Nebraska,201706,70.7,96,68.3,2.4
2600,Nevada,201706,68.6,118,63.9,4.7
2700,New Hampshire,201706,62.6,88,61.5,1.1
2800,New Jersey,201706,70.4,98,68.5,1.9
2900,New Mexico,201706,72.8,114,69.2,3.6
3000,New York,201706,63.9,61,63.4,0.5
3100,North Carolina,201706,73.8,57,73.6,0.2
3200,North Dakota,201706,64.8,92,62.9,1.9
3300,Ohio,201706,69.6,72,68.9,0.7
3400,Oklahoma,201706,77.3,72,76.9,0.4
3500,Oregon,201706,59.9,109,57.2,2.7
3600,Pennsylvania,201706,66.8,78,66,0.8
3700,Rhode Island,201706,66.8,102,64.7,2.1
3800,South Carolina,201706,76.9,52,77,-0.1
3900,South Dakota,201706,68.1,96,65.7,2.4
4000,Tennessee,201706,73,34,73.8,-0.8
4100,Texas,201706,80.6,92,79.6,1
4200,Utah,201706,69.5,122,64,5.5
4300,Vermont,201706,61.5,68,61,0.5
4400,Virginia,201706,71.2,61,70.9,0.3
4500,Washington,201706,59.5,97,57.7,1.8
4600,West Virginia,201706,67.7,51,68.1,-0.4
4700,Wisconsin,201706,65.6,84,64.1,1.5
4800,Wyoming,201706,60,95,57.6,2.4
100,Alabama,201707,80.6,88,79.9,0.7
200,Arizona,201707,81.5,106,79.7,1.8
300,Arkansas,201707,80.6,73,80.3,0.3
400,California,201707,78.8,122,74.7,4.1
500,Colorado,201707,69.4,107,67.1,2.3
600,Connecticut,201707,71.5,85,70.7,0.8
700,Delaware,201707,78.4,113,75.5,2.9
800,Florida,201707,82.8,120,81,1.8
900,Georgia,201707,80.6,90,79.7,0.9
1000,Idaho,201707,70,122,65.1,4.9
1100,Illinois,201707,76.1,82,75.6,0.5
1200,Indiana,201707,74.2,67,74.5,-0.3
1300,Iowa,201707,74.7,84,73.9,0.8
1400,Kansas,201707,80.1,89,78.9,1.2
1500,Kentucky,201707,76.9,85,76.3,0.6
1600,Louisiana,201707,82.4,83,81.9,0.5
1700,Maine,201707,65.2,59,65.3,-0.1
1800,Maryland,201707,77.4,103,75.1,2.3
1900,Massachusetts,201707,70,67,69.7,0.3
2000,Michigan,201707,68.5,74,68.1,0.4
2100,Minnesota,201707,69.2,71,68.8,0.4
2200,Mississippi,201707,81.2,75,80.8,0.4
2300,Missouri,201707,78.8,91,77.7,1.1
2400,Montana,201707,71.6,123,65.7,5.9
2500,Nebraska,201707,76.8,103,74.5,2.3
2600,Nevada,201707,76.2,119,72.1,4.1
2700,New Hampshire,201707,66.5,58,66.5,0
2800,New Jersey,201707,75.5,102,73.5,2
2900,New Mexico,201707,74.6,111,72.7,1.9
3000,New York,201707,68.1,54,68.2,-0.1
3100,North Carolina,201707,78.7,108,76.9,1.8
3200,North Dakota,201707,72.2,112,69,3.2
3300,Ohio,201707,73,68,73,0
3400,Oklahoma,201707,82.5,78,81.7,0.8
3500,Oregon,201707,69.2,119,64.8,4.4
3600,Pennsylvania,201707,71.4,92,70.4,1
3700,Rhode Island,201707,71.1,75,70.3,0.8
3800,South Carolina,201707,81,92,79.9,1.1
3900,South Dakota,201707,76,108,72.6,3.4
4000,Tennessee,201707,78.1,90,77.1,1
4100,Texas,201707,83.6,100,82.3,1.3
4200,Utah,201707,75,121,71.5,3.5
4300,Vermont,201707,65.2,37,65.9,-0.7
4400,Virginia,201707,76.8,106,74.7,2.1
4500,Washington,201707,67.1,109,64.1,3
4600,West Virginia,201707,72.4,79,71.9,0.5
4700,Wisconsin,201707,68.8,60,68.9,-0.1
4800,Wyoming,201707,68.9,118,65.3,3.6
100,Alabama,201708,78.8,41,79.3,-0.5
200,Arizona,201708,79.1,97,77.8,1.3
300,Arkansas,201708,76.9,18,79.3,-2.4
400,California,201708,77.9,125,73.7,4.2
500,Colorado,201708,64.7,43,65.2,-0.5
600,Connecticut,201708,69.1,68,68.6,0.5
700,Delaware,201708,74,66,73.7,0.3
800,Florida,201708,82.8,116,81,1.8
900,Georgia,201708,79.4,79,79,0.4
1000,Idaho,201708,66.9,113,63.6,3.3
1100,Illinois,201708,70.5,10,73.4,-2.9
1200,Indiana,201708,70,15,72.3,-2.3
1300,Iowa,201708,67.8,8,71.4,-3.6
1400,Kansas,201708,73.1,8,77.3,-4.2
1500,Kentucky,201708,73.1,19,74.8,-1.7
1600,Louisiana,201708,81,36,81.6,-0.6
1700,Maine,201708,63.3,66,63,0.3
1800,Maryland,201708,72.8,49,73.2,-0.4
1900,Massachusetts,201708,68,67,67.5,0.5
2000,Michigan,201708,65.2,40,65.9,-0.7
2100,Minnesota,201708,64,23,66.3,-2.3
2200,Mississippi,201708,79.3,30,80.2,-0.9
2300,Missouri,201708,72.1,7,76,-3.9
2400,Montana,201708,65.5,87,64.1,1.4
2500,Nebraska,201708,69,10,72.3,-3.3
2600,Nevada,201708,73.5,122,70.1,3.4
2700,New Hampshire,201708,64.1,61,64.1,0
2800,New Jersey,201708,71.6,53,71.6,0
2900,New Mexico,201708,70.8,56,70.9,-0.1
3000,New York,201708,65.6,47,66,-0.4
3100,North Carolina,201708,75.8,63,75.6,0.2
3200,North Dakota,201708,65.2,38,66.9,-1.7
3300,Ohio,201708,69.7,30,70.9,-1.2
3400,Oklahoma,201708,77.3,10,80.9,-3.6
3500,Oregon,201708,69.6,125,63.9,5.7
3600,Pennsylvania,201708,67.4,34,68.4,-1
3700,Rhode Island,201708,69.8,79,68.7,1.1
3800,South Carolina,201708,79.4,81,78.7,0.7
3900,South Dakota,201708,67.4,16,70.5,-3.1
4000,Tennessee,201708,74.6,23,76,-1.4
4100,Texas,201708,80.6,30,81.9,-1.3
4200,Utah,201708,71.6,110,69.4,2.2
4300,Vermont,201708,63.3,54,63.4,-0.1
4400,Virginia,201708,72.8,52,73.1,-0.3
4500,Washington,201708,68.6,125,63.5,5.1
4600,West Virginia,201708,69.3,30,70.4,-1.1
4700,Wisconsin,201708,64.2,21,66.4,-2.2
4800,Wyoming,201708,63.5,59,63.4,0.1
100,Alabama,201709,73.4,43,74.7,-1.3
200,Arizona,201709,72.4,65,72,0.4
300,Arkansas,201709,73.2,68,72.8,0.4
400,California,201709,69.8,82,68.5,1.3
500,Colorado,201709,59.1,89,57.3,1.8
600,Connecticut,201709,66,120,61.5,4.5
700,Delaware,201709,69.8,102,67.4,2.4
800,Florida,201709,80.4,111,79.1,1.3
900,Georgia,201709,74,56,74.5,-0.5
1000,Idaho,201709,55.7,76,54.7,1
1100,Illinois,201709,68.8,98,66.2,2.6
1200,Indiana,201709,67.2,87,65.7,1.5
1300,Iowa,201709,66.7,109,63,3.7
1400,Kansas,201709,70.5,91,68.6,1.9
1500,Kentucky,201709,68.3,56,68.6,-0.3
1600,Louisiana,201709,77,53,77.2,-0.2
1700,Maine,201709,61.1,121,54.9,6.2
1800,Maryland,201709,68.3,87,67,1.3
1900,Massachusetts,201709,65.1,121,60.4,4.7
2000,Michigan,201709,62.6,115,58.5,4.1
2100,Minnesota,201709,60.8,111,56.8,4
2200,Mississippi,201709,74.5,54,75.1,-0.6
2300,Missouri,201709,70.4,89,68.2,2.2
2400,Montana,201709,55.2,83,53.8,1.4
2500,Nebraska,201709,65,94,62.8,2.2
2600,Nevada,201709,61.6,52,61.7,-0.1
2700,New Hampshire,201709,62.2,122,56.5,5.7
2800,New Jersey,201709,68.2,114,65,3.2
2900,New Mexico,201709,66.4,103,64.5,1.9
3000,New York,201709,62.3,112,58.9,3.4
3100,North Carolina,201709,70.5,70,70.3,0.2
3200,North Dakota,201709,58.3,88,56.3,2
3300,Ohio,201709,65.8,79,64.5,1.3
3400,Oklahoma,201709,73.3,64,73.1,0.2
3500,Oregon,201709,59.6,100,57.3,2.3
3600,Pennsylvania,201709,63.8,96,61.7,2.1
3700,Rhode Island,201709,66.4,121,61.9,4.5
3800,South Carolina,201709,74.3,76,73.7,0.6
3900,South Dakota,201709,61.8,84,60.2,1.6
4000,Tennessee,201709,69.1,44,70.2,-1.1
4100,Texas,201709,76.5,81,75.9,0.6
4200,Utah,201709,60.7,58,60.6,0.1
4300,Vermont,201709,60.8,122,56,4.8
4400,Virginia,201709,67.4,65,67.1,0.3
4500,Washington,201709,59.8,107,56.9,2.9
4600,West Virginia,201709,64.6,67,64.4,0.2
4700,Wisconsin,201709,62.2,114,58,4.2
4800,Wyoming,201709,54.2,68,53.6,0.6
100,Alabama,201710,65.8,93,63.9,1.9
200,Arizona,201710,65.1,119,61,4.1
300,Arkansas,201710,62.9,86,61.8,1.1
400,California,201710,62,105,59.5,2.5
500,Colorado,201710,46.7,61,46.5,0.2
600,Connecticut,201710,58.6,124,51,7.6
700,Delaware,201710,62.4,123,56.4,6
800,Florida,201710,74.9,110,72.3,2.6
900,Georgia,201710,67,108,64.2,2.8
1000,Idaho,201710,41.9,26,44.1,-2.2
1100,Illinois,201710,58.1,107,54.6,3.5
1200,Indiana,201710,57.6,110,53.9,3.7
1300,Iowa,201710,53.3,92,51.4,1.9
1400,Kansas,201710,57.6,83,56.5,1.1
1500,Kentucky,201710,59.4,101,57,2.4
1600,Louisiana,201710,69.2,93,67.4,1.8
1700,Maine,201710,52,124,44.3,7.7
1800,Maryland,201710,61.2,119,55.8,5.4
1900,Massachusetts,201710,57.5,124,50,7.5
2000,Michigan,201710,52.5,118,47.5,5
2100,Minnesota,201710,47.1,94,45,2.1
2200,Mississippi,201710,66.2,91,64.4,1.8
2300,Missouri,201710,59,97,57,2
2400,Montana,201710,42.6,46,43.2,-0.6
2500,Nebraska,201710,51,66,50.8,0.2
2600,Nevada,201710,50.4,55,50.7,-0.3
2700,New Hampshire,201710,53.9,124,45.8,8.1
2800,New Jersey,201710,60.4,123,54,6.4
2900,New Mexico,201710,56.4,109,54.1,2.3
3000,New York,201710,54.8,122,48,6.8
3100,North Carolina,201710,62.8,114,59.6,3.2
3200,North Dakota,201710,45,73,44,1
3300,Ohio,201710,57.4,116,52.8,4.6
3400,Oklahoma,201710,62,71,61.6,0.4
3500,Oregon,201710,47,36,48.1,-1.1
3600,Pennsylvania,201710,56.2,120,50.6,5.6
3700,Rhode Island,201710,59.6,124,51.9,7.7
3800,South Carolina,201710,66.2,110,63.2,3
3900,South Dakota,201710,48,67,47.8,0.2
4000,Tennessee,201710,60.8,95,58.8,2
4100,Texas,201710,66.5,72,66.1,0.4
4200,Utah,201710,48.1,45,48.9,-0.8
4300,Vermont,201710,53,124,45.2,7.8
4400,Virginia,201710,60.2,117,56.2,4
4500,Washington,201710,46.2,41,47.2,-1
4600,West Virginia,201710,57.5,116,53.3,4.2
4700,Wisconsin,201710,50,107,46.8,3.2
4800,Wyoming,201710,41.1,36,42.5,-1.4
100,Alabama,201711,55.6,90,53.5,2.1
200,Arizona,201711,57.6,124,49.2,8.4
300,Arkansas,201711,53.7,106,49.9,3.8
400,California,201711,53.4,119,49.5,3.9
500,Colorado,201711,41.3,124,33.5,7.8
600,Connecticut,201711,41,73,40.2,0.8
700,Delaware,201711,47.5,91,45.7,1.8
800,Florida,201711,67.4,108,64.3,3.1
900,Georgia,201711,56.4,94,54.2,2.2
1000,Idaho,201711,34.9,105,31.6,3.3
1100,Illinois,201711,41.9,73,40.8,1.1
1200,Indiana,201711,42.4,81,41.1,1.3
1300,Iowa,201711,36.2,62,35.7,0.5
1400,Kansas,201711,45.2,103,42,3.2
1500,Kentucky,201711,47.1,89,45.3,1.8
1600,Louisiana,201711,61.6,108,57.4,4.2
1700,Maine,201711,32.4,61,32.3,0.1
1800,Maryland,201711,45.8,75,44.8,1
1900,Massachusetts,201711,40.3,79,39.2,1.1
2000,Michigan,201711,34.5,55,34.6,-0.1
2100,Minnesota,201711,27.4,51,27.9,-0.5
2200,Mississippi,201711,56.8,98,53.9,2.9
2300,Missouri,201711,46.2,92,43.6,2.6
2400,Montana,201711,30.7,77,29.5,1.2
2500,Nebraska,201711,39.9,107,35.9,4
2600,Nevada,201711,44.4,121,38.9,5.5
2700,New Hampshire,201711,34.6,66,34.1,0.5
2800,New Jersey,201711,44.4,77,43.1,1.3
2900,New Mexico,201711,50.2,124,42.1,8.1
3000,New York,201711,36.2,54,36.3,-0.1
3100,North Carolina,201711,50.3,77,49.3,1
3200,North Dakota,201711,26.4,55,26.4,0
3300,Ohio,201711,41.8,74,40.8,1
3400,Oklahoma,201711,52.9,115,48.4,4.5
3500,Oregon,201711,39.3,87,37.7,1.6
3600,Pennsylvania,201711,39.2,54,39.3,-0.1
3700,Rhode Island,201711,43.1,85,41.5,1.6
3800,South Carolina,201711,54.3,76,53.1,1.2
3900,South Dakota,201711,34.7,92,31.7,3
4000,Tennessee,201711,49.9,92,47.4,2.5
4100,Texas,201711,60.3,120,54.6,5.7
4200,Utah,201711,43,124,36,7
4300,Vermont,201711,33,53,33.2,-0.2
4400,Virginia,201711,46.1,69,45.5,0.6
4500,Washington,201711,37.7,76,36.6,1.1
4600,West Virginia,201711,43.2,79,42.1,1.1
4700,Wisconsin,201711,31.4,53,31.6,-0.2
4800,Wyoming,201711,34.7,117,29,5.7
100,Alabama,201712,46.9,70,46.4,0.5
200,Arizona,201712,46.6,120,41.5,5.1
300,Arkansas,201712,42.4,74,41.5,0.9
400,California,201712,47.5,121,43.1,4.4
500,Colorado,201712,30.1,116,25.2,4.9
600,Connecticut,201712,28.7,46,29.2,-0.5
700,Delaware,201712,36.1,55,36.2,-0.1
800,Florida,201712,61.7,88,58.8,2.9
900,Georgia,201712,49.3,86,47.1,2.2
1000,Idaho,201712,25.2,76,23.9,1.3
1100,Illinois,201712,29.8,56,29.4,0.4
1200,Indiana,201712,29.6,47,30.3,-0.7
1300,Iowa,201712,24.4,67,22.7,1.7
1400,Kansas,201712,33.6,81,31.5,2.1
1500,Kentucky,201712,35.8,47,36.2,-0.4
1600,Louisiana,201712,50.8,69,50.9,-0.1
1700,Maine,201712,16.4,34,18.7,-2.3
1800,Maryland,201712,35.3,53,35.3,0
1900,Massachusetts,201712,26.6,36,28.1,-1.5
2000,Michigan,201712,20.9,35,23.3,-2.4
2100,Minnesota,201712,13.4,64,12.9,0.5
2200,Mississippi,201712,47.1,73,46.8,0.3
2300,Missouri,201712,34.3,66,33,1.3
2400,Montana,201712,21.1,53,20.6,0.5
2500,Nebraska,201712,26.6,65,25.3,1.3
2600,Nevada,201712,34.8,108,31.2,3.6
2700,New Hampshire,201712,19.6,35,21.7,-2.1
2800,New Jersey,201712,33.2,56,33,0.2
2900,New Mexico,201712,38.7,116,34.3,4.4
3000,New York,201712,22.6,36,24.5,-1.9
3100,North Carolina,201712,42.4,77,41.5,0.9
3200,North Dakota,201712,15.6,79,12.7,2.9
3300,Ohio,201712,29.2,41,30.4,-1.2
3400,Oklahoma,201712,40.5,77,38.9,1.6
3500,Oregon,201712,32.9,78,31.8,1.1
3600,Pennsylvania,201712,28,44,28.9,-0.9
3700,Rhode Island,201712,30.1,43,31,-0.9
3800,South Carolina,201712,47.8,84,45.6,2.2
3900,South Dakota,201712,21.7,72,19.7,2
4000,Tennessee,201712,39.5,57,39.2,0.3
4100,Texas,201712,47.8,72,46.9,0.9
4200,Utah,201712,31.4,107,27,4.4
4300,Vermont,201712,17.9,35,20.2,-2.3
4400,Virginia,201712,37.2,60,36.8,0.4
4500,Washington,201712,29.9,41,30.6,-0.7
4600,West Virginia,201712,33,54,33.1,-0.1
4700,Wisconsin,201712,17.3,47,18.1,-0.8
4800,Wyoming,201712,23.8,97,20.6,3.2
100,Alabama,201801,40.4,20,45.1,-4.7
200,Arizona,201801,47.6,124,40.7,6.9
300,Arkansas,201801,35.7,20,39.3,-3.6
400,California,201801,48.8,123,42.3,6.5
500,Colorado,201801,29.7,117,23.7,6
600,Connecticut,201801,25.4,61,25.4,0
700,Delaware,201801,32.4,50,33.3,-0.9
800,Florida,201801,55,28,57.8,-2.8
900,Georgia,201801,42.5,25,46.1,-3.6
1000,Idaho,201801,30.4,122,22,8.4
1100,Illinois,201801,24.1,44,25.3,-1.2
1200,Indiana,201801,24.5,42,26.5,-2
1300,Iowa,201801,17.9,58,17.7,0.2
1400,Kansas,201801,29.9,66,28.6,1.3
1500,Kentucky,201801,30,24,33.6,-3.6
1600,Louisiana,201801,44.2,15,49.3,-5.1
1700,Maine,201801,15,78,13.2,1.8
1800,Maryland,201801,31,44,32.4,-1.4
1900,Massachusetts,201801,24.5,65,24.1,0.4
2000,Michigan,201801,20,78,18.1,1.9
2100,Minnesota,201801,10.4,86,6.5,3.9
2200,Mississippi,201801,39.9,15,45.1,-5.2
2300,Missouri,201801,28,40,29.4,-1.4
2400,Montana,201801,21.7,83,16.7,5
2500,Nebraska,201801,23.1,65,22.1,1
2600,Nevada,201801,38.5,123,29.9,8.6
2700,New Hampshire,201801,18.4,72,17.1,1.3
2800,New Jersey,201801,29.2,55,29.6,-0.4
2900,New Mexico,201801,36.9,103,33.6,3.3
3000,New York,201801,19.1,48,19.8,-0.7
3100,North Carolina,201801,35.8,19,40,-4.2
3200,North Dakota,201801,11.8,91,6.4,5.4
3300,Ohio,201801,24.9,40,26.9,-2
3400,Oklahoma,201801,36.6,54,36.5,0.1
3500,Oregon,201801,37.4,121,30.2,7.2
3600,Pennsylvania,201801,23.1,37,25.3,-2.2
3700,Rhode Island,201801,27.5,64,27.2,0.3
3800,South Carolina,201801,40.6,20,44.6,-4
3900,South Dakota,201801,18.1,76,15,3.1
4000,Tennessee,201801,32.9,23,37.2,-4.3
4100,Texas,201801,43.8,37,45.4,-1.6
4200,Utah,201801,32.8,122,25.3,7.5
4300,Vermont,201801,16.5,74,15.3,1.2
4400,Virginia,201801,31.7,28,34.8,-3.1
4500,Washington,201801,35.3,117,28.4,6.9
4600,West Virginia,201801,27,27,30.5,-3.5
4700,Wisconsin,201801,15.2,81,12.4,2.8
4800,Wyoming,201801,25.1,117,18.4,6.7
100,Alabama,201802,57.9,125,48,9.9
200,Arizona,201802,46.8,89,44.7,2.1
300,Arkansas,201802,45.9,90,43.1,2.8
400,California,201802,46.6,80,45.3,1.3
500,Colorado,201802,28.6,73,27.4,1.2
600,Connecticut,201802,35.7,125,26.3,9.4
700,Delaware,201802,42.7,124,34.4,8.3
800,Florida,201802,69.2,125,59.4,9.8
900,Georgia,201802,59.2,125,48.6,10.6
1000,Idaho,201802,26.2,51,26.4,-0.2
1100,Illinois,201802,31.8,88,29.2,2.6
1200,Indiana,201802,35,106,29.4,5.6
1300,Iowa,201802,20.5,51,22.7,-2.2
1400,Kansas,201802,31.9,51,33.6,-1.7
1500,Kentucky,201802,44.6,123,36.5,8.1
1600,Louisiana,201802,60.5,122,52.4,8.1
1700,Maine,201802,22.6,119,14.9,7.7
1800,Maryland,201802,41.6,122,33.8,7.8
1900,Massachusetts,201802,34.2,125,25,9.2
2000,Michigan,201802,23,96,19.1,3.9
2100,Minnesota,201802,8.6,39,12.1,-3.5
2200,Mississippi,201802,56.7,122,48.3,8.4
2300,Missouri,201802,35.6,84,33.8,1.8
2400,Montana,201802,11.4,7,21.3,-9.9
2500,Nebraska,201802,21.7,23,26.7,-5
2600,Nevada,201802,33.7,48,34.1,-0.4
2700,New Hampshire,201802,27,122,18.5,8.5
2800,New Jersey,201802,39.4,124,30.6,8.8
2900,New Mexico,201802,41.3,108,37.8,3.5
3000,New York,201802,29.4,121,20.7,8.7
3100,North Carolina,201802,51.9,125,41.9,10
3200,North Dakota,201802,5.4,19,11.9,-6.5
3300,Ohio,201802,36.6,120,29,7.6
3400,Oklahoma,201802,40.9,57,41.2,-0.3
3500,Oregon,201802,33.2,48,34.1,-0.9
3600,Pennsylvania,201802,34.3,123,26.5,7.8
3700,Rhode Island,201802,37.5,125,27.8,9.7
3800,South Carolina,201802,57.3,125,46.8,10.5
3900,South Dakota,201802,11.6,15,19.9,-8.3
4000,Tennessee,201802,48.4,123,40.1,8.3
4100,Texas,201802,52.3,98,49.4,2.9
4200,Utah,201802,32.3,80,30.3,2
4300,Vermont,201802,25.5,120,16.5,9
4400,Virginia,201802,45.2,124,36.7,8.5
4500,Washington,201802,32.4,46,33.1,-0.7
4600,West Virginia,201802,41.7,124,32.7,9
4700,Wisconsin,201802,16.1,63,16.4,-0.3
4800,Wyoming,201802,19.3,30,22.3,-3
100,Alabama,201803,55.3,66,55.1,0.2
200,Arizona,201803,52.4,100,49.5,2.9
300,Arkansas,201803,53.9,91,51.3,2.6
400,California,201803,48.9,65,48.8,0.1
500,Colorado,201803,37.8,103,33.7,4.1
600,Connecticut,201803,36.3,77,35.4,0.9
700,Delaware,201803,40.2,32,42.7,-2.5
800,Florida,201803,63,41,64,-1
900,Georgia,201803,54.5,49,55.4,-0.9
1000,Idaho,201803,33.7,71,32.6,1.1
1100,Illinois,201803,39.2,55,39.8,-0.6
1200,Indiana,201803,38.2,49,39.5,-1.3
1300,Iowa,201803,35.2,67,34.6,0.6
1400,Kansas,201803,45.9,90,42.4,3.5
1500,Kentucky,201803,44.1,49,45.4,-1.3
1600,Louisiana,201803,62.2,101,59,3.2
1700,Maine,201803,28.9,98,25.9,3
1800,Maryland,201803,39.2,25,42.5,-3.3
1900,Massachusetts,201803,34.9,75,34.2,0.7
2000,Michigan,201803,29.6,75,29,0.6
2100,Minnesota,201803,27.5,84,25.3,2.2
2200,Mississippi,201803,57.1,81,55.6,1.5
2300,Missouri,201803,44,59,43.6,0.4
2400,Montana,201803,28.2,43,29.4,-1.2
2500,Nebraska,201803,38.5,82,35.8,2.7
2600,Nevada,201803,39.5,56,39.5,0
2700,New Hampshire,201803,30.4,86,28.8,1.6
2800,New Jersey,201803,38.3,50,39.3,-1
2900,New Mexico,201803,47.2,106,43.5,3.7
3000,New York,201803,29.8,56,30.6,-0.8
3100,North Carolina,201803,46.3,21,49.3,-3
3200,North Dakota,201803,24.7,62,24.8,-0.1
3300,Ohio,201803,36.4,44,38.5,-2.1
3400,Oklahoma,201803,52.9,98,49.3,3.6
3500,Oregon,201803,38.4,65,38.3,0.1
3600,Pennsylvania,201803,33.1,32,35.8,-2.7
3700,Rhode Island,201803,37.3,81,36.1,1.2
3800,South Carolina,201803,51.9,37,53.9,-2
3900,South Dakota,201803,30.4,59,30.8,-0.4
4000,Tennessee,201803,48.2,58,48.4,-0.2
4100,Texas,201803,61.7,113,56.3,5.4
4200,Utah,201803,39.2,84,37.3,1.9
4300,Vermont,201803,28.1,76,27.2,0.9
4400,Virginia,201803,41.2,22,44.7,-3.5
4500,Washington,201803,38.7,69,38.6,0.1
4600,West Virginia,201803,38,33,41.1,-3.1
4700,Wisconsin,201803,29.7,79,28.3,1.4
4800,Wyoming,201803,32.3,92,29.1,3.2
100,Alabama,201804,59.4,10,62.8,-3.4
200,Arizona,201804,62.9,124,56.7,6.2
300,Arkansas,201804,55.2,3,60.5,-5.3
400,California,201804,57.1,104,54,3.1
500,Colorado,201804,43.9,86,42.5,1.4
600,Connecticut,201804,43.4,18,46,-2.6
700,Delaware,201804,51.2,42,52,-0.8
800,Florida,201804,70.1,83,69.3,0.8
900,Georgia,201804,60.6,15,63,-2.4
1000,Idaho,201804,42.4,86,41,1.4
1100,Illinois,201804,44.8,2,51.5,-6.7
1200,Indiana,201804,45.1,3,50.6,-5.5
1300,Iowa,201804,39.3,1,48.1,-8.8
1400,Kansas,201804,47.6,3,53.5,-5.9
1500,Kentucky,201804,50.7,8,55.2,-4.5
1600,Louisiana,201804,62.7,6,66.3,-3.6
1700,Maine,201804,36.6,30,38.3,-1.7
1800,Maryland,201804,50.6,29,52.1,-1.5
1900,Massachusetts,201804,42.3,18,44.7,-2.4
2000,Michigan,201804,35.3,3,41.9,-6.6
2100,Minnesota,201804,32.8,3,41.3,-8.5
2200,Mississippi,201804,58.9,2,63.6,-4.7
2300,Missouri,201804,48.1,2,54.5,-6.4
2400,Montana,201804,37.9,27,40.7,-2.8
2500,Nebraska,201804,41.2,2,47.7,-6.5
2600,Nevada,201804,50,106,46.6,3.4
2700,New Hampshire,201804,38,15,40.7,-2.7
2800,New Jersey,201804,47.9,32,49.3,-1.4
2900,New Mexico,201804,55.1,115,51.4,3.7
3000,New York,201804,37.8,5,42.8,-5
3100,North Carolina,201804,56.1,24,57.8,-1.7
3200,North Dakota,201804,33.2,5,41.2,-8
3300,Ohio,201804,45.1,10,49.2,-4.1
3400,Oklahoma,201804,54.1,2,59.4,-5.3
3500,Oregon,201804,45,82,43.9,1.1
3600,Pennsylvania,201804,43.2,9,46.8,-3.6
3700,Rhode Island,201804,44.4,34,45.7,-1.3
3800,South Carolina,201804,59.9,15,61.9,-2
3900,South Dakota,201804,36.7,2,44.7,-8
4000,Tennessee,201804,52.8,4,57.6,-4.8
4100,Texas,201804,63,20,64.8,-1.8
4200,Utah,201804,49,106,45.5,3.5
4300,Vermont,201804,36,10,39.9,-3.9
4400,Virginia,201804,52.2,26,54,-1.8
4500,Washington,201804,45.2,67,45.1,0.1
4600,West Virginia,201804,47.8,13,50.9,-3.1
4700,Wisconsin,201804,33.5,1,42.6,-9.1
4800,Wyoming,201804,39.8,74,38.8,1
100,Alabama,201805,74.4,119,70.7,3.7
200,Arizona,201805,68.5,114,65,3.5
300,Arkansas,201805,75,125,68.6,6.4
400,California,201805,63,96,60.7,2.3
500,Colorado,201805,57.2,124,51.8,5.4
600,Connecticut,201805,62.1,123,56.8,5.3
700,Delaware,201805,67.9,123,62.1,5.8
800,Florida,201805,76.4,97,75.1,1.3
900,Georgia,201805,73.7,111,71,2.7
1000,Idaho,201805,53.9,119,49.3,4.6
1100,Illinois,201805,70.7,125,62.1,8.6
1200,Indiana,201805,69.7,125,61.3,8.4
1300,Iowa,201805,67,123,59.8,7.2
1400,Kansas,201805,71.1,125,63.4,7.7
1500,Kentucky,201805,71.9,125,64.4,7.5
1600,Louisiana,201805,77.7,123,73.4,4.3
1700,Maine,201805,53.6,109,50.5,3.1
1800,Maryland,201805,68.6,123,62.3,6.3
1900,Massachusetts,201805,60.8,122,55.7,5.1
2000,Michigan,201805,60.3,123,53.6,6.7
2100,Minnesota,201805,61.1,122,54.2,6.9
2200,Mississippi,201805,75.7,122,71.3,4.4
2300,Missouri,201805,72.5,125,64.2,8.3
