Location ID,Location,Date (Year Month),Value in F,Rank,1901-2000 Mean in F,Anomaly (1901-2000 base period)
100,Alabama,201001,40,15,45.1,-5.1
200,Arizona,201001,42.2,82,40.7,1.5
300,Arkansas,201001,36.5,24,39.3,-2.8
400,California,201001,45.2,102,42.3,2.9
500,Colorado,201001,26.1,89,23.7,2.4
600,Connecticut,201001,27,81,25.4,1.6
700,Delaware,201001,33.4,65,33.3,0.1
800,Florida,201001,52.5,10,57.8,-5.3
900,Georgia,201001,41.8,19,46.1,-4.3
1000,Idaho,201001,28.2,116,22,6.2
1100,Illinois,201001,21.5,28,25.3,-3.8
1200,Indiana,201001,23.9,39,26.5,-2.6
1300,Iowa,201001,13.6,26,17.7,-4.1
1400,Kansas,201001,27.2,37,28.6,-1.4
1500,Kentucky,201001,29.8,22,33.6,-3.8
1600,Louisiana,201001,45.6,22,49.3,-3.7
1700,Maine,201001,20.3,117,13.2,7.1
1800,Maryland,201001,32.2,59,32.4,-0.2
1900,Massachusetts,201001,25.9,81,24.1,1.8
2000,Michigan,201001,21.3,85,18.1,3.2
2100,Minnesota,201001,8.8,76,6.5,2.3
2200,Mississippi,201001,40.6,22,45.1,-4.5
2300,Missouri,201001,25.5,20,29.4,-3.9
2400,Montana,201001,20.6,76,16.7,3.9
2500,Nebraska,201001,22.1,56,22.1,0
2600,Nevada,201001,32.9,89,29.9,3
2700,New Hampshire,201001,21.1,103,17.1,4
2800,New Jersey,201001,31.2,83,29.6,1.6
2900,New Mexico,201001,33.6,58,33.6,0
3000,New York,201001,21.8,83,19.8,2
3100,North Carolina,201001,36.6,26,40,-3.4
3200,North Dakota,201001,9.7,76,6.4,3.3
3300,Ohio,201001,25,42,26.9,-1.9
3400,Oklahoma,201001,35.2,38,36.5,-1.3
3500,Oregon,201001,36.9,120,30.2,6.7
3600,Pennsylvania,201001,25.7,68,25.3,0.4
3700,Rhode Island,201001,28.4,77,27.2,1.2
3800,South Carolina,201001,40.7,22,44.6,-3.9
3900,South Dakota,201001,14.8,53,15,-0.2
4000,Tennessee,201001,32.8,20,37.2,-4.4
4100,Texas,201001,44.4,44,45.4,-1
4200,Utah,201001,27,76,25.3,1.7
4300,Vermont,201001,20.1,106,15.3,4.8
4400,Virginia,201001,32.7,39,34.8,-2.1
4500,Washington,201001,36.3,123,28.4,7.9
4600,West Virginia,201001,27.7,37,30.5,-2.8
4700,Wisconsin,201001,15.1,80,12.4,2.7
4800,Wyoming,201001,22.2,95,18.4,3.8
100,Alabama,201002,40.6,7,48,-7.4
200,Arizona,201002,44.3,53,44.7,-0.4
300,Arkansas,201002,36.5,12,43.1,-6.6
400,California,201002,46.8,83,45.3,1.5
500,Colorado,201002,24.6,25,27.4,-2.8
600,Connecticut,201002,29.8,98,26.3,3.5
700,Delaware,201002,31.4,26,34.4,-3
800,Florida,201002,52.6,4,59.4,-6.8
900,Georgia,201002,42.1,7,48.6,-6.5
1000,Idaho,201002,28.9,86,26.4,2.5
1100,Illinois,201002,25.7,32,29.2,-3.5
1200,Indiana,201002,25.7,30,29.4,-3.7
1300,Iowa,201002,17.3,25,22.7,-5.4
1400,Kansas,201002,29.9,29,33.6,-3.7
1500,Kentucky,201002,30.6,17,36.5,-5.9
1600,Louisiana,201002,44.8,6,52.4,-7.6
1700,Maine,201002,24.6,123,14.9,9.7
1800,Maryland,201002,30.8,26,33.8,-3
1900,Massachusetts,201002,29.3,103,25,4.3
2000,Michigan,201002,23.1,98,19.1,4
2100,Minnesota,201002,12.8,74,12.1,0.7
2200,Mississippi,201002,40.7,7,48.3,-7.6
2300,Missouri,201002,28.4,20,33.8,-5.4
2400,Montana,201002,21.1,56,21.3,-0.2
2500,Nebraska,201002,23,34,26.7,-3.7
2600,Nevada,201002,35.8,78,34.1,1.7
2700,New Hampshire,201002,25.3,116,18.5,6.8
2800,New Jersey,201002,31.1,65,30.6,0.5
2900,New Mexico,201002,35.1,19,37.8,-2.7
3000,New York,201002,24.1,89,20.7,3.4
3100,North Carolina,201002,36.9,16,41.9,-5
3200,North Dakota,201002,9.3,47,11.9,-2.6
3300,Ohio,201002,25.7,32,29,-3.3
3400,Oklahoma,201002,35.7,13,41.2,-5.5
3500,Oregon,201002,37.6,105,34.1,3.5
3600,Pennsylvania,201002,25.8,47,26.5,-0.7
3700,Rhode Island,201002,31.4,101,27.8,3.6
3800,South Carolina,201002,41.2,14,46.8,-5.6
3900,South Dakota,201002,14.6,29,19.9,-5.3
4000,Tennessee,201002,33.7,12,40.1,-6.4
4100,Texas,201002,44,9,49.4,-5.4
4200,Utah,201002,29.9,52,30.3,-0.4
4300,Vermont,201002,23.5,115,16.5,7
4400,Virginia,201002,31.9,20,36.7,-4.8
4500,Washington,201002,38.5,118,33.1,5.4
4600,West Virginia,201002,27.2,17,32.7,-5.5
4700,Wisconsin,201002,20,95,16.4,3.6
4800,Wyoming,201002,21.5,52,22.3,-0.8
100,Alabama,201003,51.2,17,55.1,-3.9
200,Arizona,201003,49.2,50,49.5,-0.3
300,Arkansas,201003,50.5,51,51.3,-0.8
400,California,201003,49,67,48.8,0.2
500,Colorado,201003,35.2,76,33.7,1.5
600,Connecticut,201003,43,121,35.4,7.6
700,Delaware,201003,48.1,117,42.7,5.4
800,Florida,201003,59,7,64,-5
900,Georgia,201003,52.1,18,55.4,-3.3
1000,Idaho,201003,35.2,95,32.6,2.6
1100,Illinois,201003,43.8,102,39.8,4
1200,Indiana,201003,43.6,102,39.5,4.1
1300,Iowa,201003,38.4,98,34.6,3.8
1400,Kansas,201003,44.2,79,42.4,1.8
1500,Kentucky,201003,46.5,76,45.4,1.1
1600,Louisiana,201003,55.1,16,59,-3.9
1700,Maine,201003,34.6,125,25.9,8.7
1800,Maryland,201003,47.4,115,42.5,4.9
1900,Massachusetts,201003,41.4,121,34.2,7.2
2000,Michigan,201003,37.6,119,29,8.6
2100,Minnesota,201003,35.8,122,25.3,10.5
2200,Mississippi,201003,52.3,24,55.6,-3.3
2300,Missouri,201003,45,76,43.6,1.4
2400,Montana,201003,36.2,114,29.4,6.8
2500,Nebraska,201003,39.7,93,35.8,3.9
2600,Nevada,201003,39.9,59,39.5,0.4
2700,New Hampshire,201003,37,123,28.8,8.2
2800,New Jersey,201003,46.2,120,39.3,6.9
2900,New Mexico,201003,43.1,49,43.5,-0.4
3000,New York,201003,38.2,119,30.6,7.6
3100,North Carolina,201003,49.5,65,49.3,0.2
3200,North Dakota,201003,31.6,105,24.8,6.8
3300,Ohio,201003,42.2,102,38.5,3.7
3400,Oklahoma,201003,49,57,49.3,-0.3
3500,Oregon,201003,39.5,84,38.3,1.2
3600,Pennsylvania,201003,42,116,35.8,6.2
3700,Rhode Island,201003,43.6,122,36.1,7.5
3800,South Carolina,201003,52.2,40,53.8,-1.6
3900,South Dakota,201003,36.3,105,30.8,5.5
4000,Tennessee,201003,47.2,46,48.4,-1.2
4100,Texas,201003,54.8,34,56.3,-1.5
4200,Utah,201003,38,68,37.3,0.7
4300,Vermont,201003,35.9,122,27.2,8.7
4400,Virginia,201003,47.4,95,44.7,2.7
4500,Washington,201003,40.9,99,38.6,2.3
4600,West Virginia,201003,43.4,86,41.1,2.3
4700,Wisconsin,201003,37.4,119,28.3,9.1
4800,Wyoming,201003,34.2,110,29.1,5.1
100,Alabama,201004,64.2,90,62.8,1.4
200,Arizona,201004,56.1,43,56.7,-0.6
300,Arkansas,201004,63.4,106,60.5,2.9
400,California,201004,50.9,13,54,-3.1
500,Colorado,201004,43.6,77,42.5,1.1
600,Connecticut,201004,52,125,46,6
700,Delaware,201004,57.5,122,52,5.5
800,Florida,201004,69.7,74,69.3,0.4
900,Georgia,201004,64.5,90,63,1.5
1000,Idaho,201004,40,48,41,-1
1100,Illinois,201004,58.7,125,51.5,7.2
1200,Indiana,201004,57.3,124,50.6,6.7
1300,Iowa,201004,55.2,123,48.1,7.1
1400,Kansas,201004,57.8,113,53.5,4.3
1500,Kentucky,201004,59.9,120,55.2,4.7
1600,Louisiana,201004,67.6,92,66.3,1.3
1700,Maine,201004,44.9,125,38.3,6.6
1800,Maryland,201004,57.5,122,52.1,5.4
1900,Massachusetts,201004,50.6,125,44.7,5.9
2000,Michigan,201004,49,125,41.9,7.1
2100,Minnesota,201004,50,124,41.3,8.7
2200,Mississippi,201004,65.1,92,63.6,1.5
2300,Missouri,201004,60.5,120,54.5,6
2400,Montana,201004,41.6,76,40.7,0.9
2500,Nebraska,201004,51.7,110,47.7,4
2600,Nevada,201004,44.2,27,46.6,-2.4
2700,New Hampshire,201004,46.7,125,40.7,6
2800,New Jersey,201004,55.5,124,49.3,6.2
2900,New Mexico,201004,52.7,87,51.4,1.3
3000,New York,201004,49.2,124,42.8,6.4
3100,North Carolina,201004,61.3,116,57.8,3.5
3200,North Dakota,201004,47.2,112,41.2,6
3300,Ohio,201004,55.4,123,49.2,6.2
3400,Oklahoma,201004,61.5,97,59.4,2.1
3500,Oregon,201004,42,32,43.9,-1.9
3600,Pennsylvania,201004,52.4,123,46.8,5.6
3700,Rhode Island,201004,52,125,45.7,6.3
3800,South Carolina,201004,64.5,107,61.9,2.6
3900,South Dakota,201004,49.3,110,44.7,4.6
4000,Tennessee,201004,60.9,110,57.6,3.3
4100,Texas,201004,65,78,64.8,0.2
4200,Utah,201004,44.7,45,45.5,-0.8
4300,Vermont,201004,46.2,124,39.9,6.3
4400,Virginia,201004,58.6,123,54,4.6
4500,Washington,201004,44.6,49,45.1,-0.5
4600,West Virginia,201004,55.6,120,50.9,4.7
4700,Wisconsin,201004,50,124,42.6,7.4
4800,Wyoming,201004,39.2,64,38.8,0.4
100,Alabama,201005,73.3,109,70.7,2.6
200,Arizona,201005,63.1,24,65,-1.9
300,Arkansas,201005,71.3,109,68.7,2.6
400,California,201005,56.9,9,60.7,-3.8
500,Colorado,201005,50.1,29,51.8,-1.7
600,Connecticut,201005,60.9,118,56.8,4.1
700,Delaware,201005,66.2,114,62.1,4.1
800,Florida,201005,78.5,124,75.1,3.4
900,Georgia,201005,73.6,110,71,2.6
1000,Idaho,201005,44.1,2,49.3,-5.2
1100,Illinois,201005,64.3,93,62.1,2.2
1200,Indiana,201005,64.3,99,61.3,3
1300,Iowa,201005,59.9,69,59.8,0.1
1400,Kansas,201005,62.1,39,63.4,-1.3
1500,Kentucky,201005,67.3,101,64.4,2.9
1600,Louisiana,201005,77.3,122,73.4,3.9
1700,Maine,201005,54.6,118,50.5,4.1
1800,Maryland,201005,65.7,110,62.3,3.4
1900,Massachusetts,201005,60.3,118,55.7,4.6
2000,Michigan,201005,58.3,114,53.6,4.7
2100,Minnesota,201005,56,84,54.2,1.8
2200,Mississippi,201005,74.4,116,71.3,3.1
2300,Missouri,201005,64.5,61,64.2,0.3
2400,Montana,201005,46.3,8,50.2,-3.9
2500,Nebraska,201005,56.3,33,58.4,-2.1
2600,Nevada,201005,49.2,4,55,-5.8
2700,New Hampshire,201005,56.7,115,52.6,4.1
2800,New Jersey,201005,64,119,59.8,4.2
2900,New Mexico,201005,59.9,51,60.2,-0.3
3000,New York,201005,58.6,115,54.5,4.1
3100,North Carolina,201005,69.5,111,66.4,3.1
3200,North Dakota,201005,52.4,48,53.7,-1.3
3300,Ohio,201005,63.4,106,60,3.4
3400,Oklahoma,201005,68.2,63,68,0.2
3500,Oregon,201005,46.4,8,50.5,-4.1
3600,Pennsylvania,201005,60.5,103,57.6,2.9
3700,Rhode Island,201005,60.9,121,56.1,4.8
3800,South Carolina,201005,73.2,111,70.3,2.9
3900,South Dakota,201005,54.2,40,56,-1.8
4000,Tennessee,201005,69.1,106,66.1,3
4100,Texas,201005,73.8,93,72.5,1.3
4200,Utah,201005,50.2,5,54.7,-4.5
4300,Vermont,201005,56,111,52.2,3.8
4400,Virginia,201005,66.2,110,63.2,3
4500,Washington,201005,48.7,14,51.8,-3.1
4600,West Virginia,201005,63.4,106,60.5,2.9
4700,Wisconsin,201005,57.6,98,54.6,3
4800,Wyoming,201005,44,4,48.4,-4.4
100,Alabama,201006,80.9,120,77.5,3.4
200,Arizona,201006,75.9,85,74.4,1.5
300,Arkansas,201006,81.6,121,76.5,5.1
400,California,201006,69.1,76,68.3,0.8
500,Colorado,201006,64,104,61.2,2.8
600,Connecticut,201006,68.9,120,65.4,3.5
700,Delaware,201006,77.4,125,70.7,6.7
800,Florida,201006,83.1,124,79.5,3.6
900,Georgia,201006,81,121,77.4,3.6
1000,Idaho,201006,55.5,40,56.7,-1.2
1100,Illinois,201006,74.9,113,71.4,3.5
1200,Indiana,201006,74.1,116,70.5,3.6
1300,Iowa,201006,70.8,94,69.1,1.7
1400,Kansas,201006,77,111,73.4,3.6
1500,Kentucky,201006,77,122,72.6,4.4
1600,Louisiana,201006,83.5,124,79.8,3.7
1700,Maine,201006,60.8,87,59.8,1
1800,Maryland,201006,76.2,124,70.6,5.6
1900,Massachusetts,201006,67.6,117,64.4,3.2
2000,Michigan,201006,64.9,84,63.3,1.6
2100,Minnesota,201006,63.8,59,63.7,0.1
2200,Mississippi,201006,82.2,122,78.3,3.9
2300,Missouri,201006,77.3,117,73,4.3
2400,Montana,201006,57.5,49,58.3,-0.8
2500,Nebraska,201006,69.6,86,68.3,1.3
2600,Nevada,201006,64.8,72,63.9,0.9
2700,New Hampshire,201006,63,97,61.5,1.5
2800,New Jersey,201006,73.9,125,68.5,5.4
2900,New Mexico,201006,72.6,113,69.2,3.4
3000,New York,201006,65.1,100,63.4,1.7
3100,North Carolina,201006,78.8,125,73.6,5.2
3200,North Dakota,201006,63.1,66,62.9,0.2
3300,Ohio,201006,72.2,115,68.9,3.3
3400,Oklahoma,201006,81,117,76.9,4.1
3500,Oregon,201006,55.6,32,57.2,-1.6
3600,Pennsylvania,201006,69.3,119,66,3.3
3700,Rhode Island,201006,68.9,123,64.7,4.2
3800,South Carolina,201006,81.8,124,77,4.8
3900,South Dakota,201006,65.9,66,65.7,0.2
4000,Tennessee,201006,78.4,123,73.8,4.6
4100,Texas,201006,82.7,116,79.6,3.1
4200,Utah,201006,65.4,80,64,1.4
4300,Vermont,201006,61.8,81,61,0.8
4400,Virginia,201006,76,124,70.9,5.1
4500,Washington,201006,55.9,24,57.7,-1.8
4600,West Virginia,201006,71.9,122,68.1,3.8
4700,Wisconsin,201006,65.1,75,64.1,1
4800,Wyoming,201006,57.4,61,57.6,-0.2
100,Alabama,201007,82.6,123,79.9,2.7
200,Arizona,201007,81.8,112,79.7,2.1
300,Arkansas,201007,82,106,80.3,1.7
400,California,201007,76.1,90,74.7,1.4
500,Colorado,201007,68.6,97,67.1,1.5
600,Connecticut,201007,75.1,124,70.7,4.4
700,Delaware,201007,79.9,123,75.5,4.4
800,Florida,201007,83.4,123,81,2.4
900,Georgia,201007,82.2,120,79.7,2.5
1000,Idaho,201007,64.2,36,65.1,-0.9
1100,Illinois,201007,77.6,103,75.6,2
1200,Indiana,201007,76.4,103,74.5,1.9
1300,Iowa,201007,74.6,81,73.9,0.7
1400,Kansas,201007,79.6,84,78.9,0.7
1500,Kentucky,201007,78.4,108,76.3,2.1
1600,Louisiana,201007,83.4,111,81.9,1.5
1700,Maine,201007,69.2,123,65.3,3.9
1800,Maryland,201007,79.1,123,75.1,4
1900,Massachusetts,201007,74.1,124,69.7,4.4
2000,Michigan,201007,71.4,114,68.1,3.3
2100,Minnesota,201007,70.4,93,68.8,1.6
2200,Mississippi,201007,82.7,114,80.8,1.9
2300,Missouri,201007,79.1,101,77.7,1.4
2400,Montana,201007,64.3,31,65.7,-1.4
2500,Nebraska,201007,74.5,62,74.5,0
2600,Nevada,201007,74.1,103,72.1,2
2700,New Hampshire,201007,70.4,122,66.5,3.9
2800,New Jersey,201007,78.3,122,73.5,4.8
2900,New Mexico,201007,73.4,85,72.7,0.7
3000,New York,201007,71.4,121,68.2,3.2
3100,North Carolina,201007,79.4,119,76.9,2.5
3200,North Dakota,201007,68.8,55,69,-0.2
3300,Ohio,201007,75.1,106,73,2.1
3400,Oklahoma,201007,81.9,72,81.7,0.2
3500,Oregon,201007,65.3,67,64.8,0.5
3600,Pennsylvania,201007,73.3,115,70.4,2.9
3700,Rhode Island,201007,75,124,70.3,4.7
3800,South Carolina,201007,82.3,117,79.9,2.4
3900,South Dakota,201007,72.4,61,72.6,-0.2
4000,Tennessee,201007,79.8,116,77.1,2.7
4100,Texas,201007,81.4,32,82.3,-0.9
4200,Utah,201007,73.1,93,71.5,1.6
4300,Vermont,201007,69.4,122,65.9,3.5
4400,Virginia,201007,77.9,122,74.7,3.2
4500,Washington,201007,64.2,58,64,0.2
4600,West Virginia,201007,73.8,109,71.9,1.9
4700,Wisconsin,201007,71.4,109,68.9,2.5
4800,Wyoming,201007,65.1,54,65.3,-0.2
100,Alabama,201008,83,123,79.3,3.7
200,Arizona,201008,79,92,77.8,1.2
300,Arkansas,201008,83.9,120,79.3,4.6
400,California,201008,73.4,47,73.7,-0.3
500,Colorado,201008,66.5,97,65.2,1.3
600,Connecticut,201008,71,104,68.6,2.4
700,Delaware,201008,77,117,73.7,3.3
800,Florida,201008,83.5,123,81.1,2.4
900,Georgia,201008,82.2,124,79,3.2
1000,Idaho,201008,62.8,41,63.6,-0.8
1100,Illinois,201008,76.8,113,73.4,3.4
1200,Indiana,201008,75.6,113,72.3,3.3
1300,Iowa,201008,74.4,112,71.4,3
1400,Kansas,201008,79.7,104,77.3,2.4
1500,Kentucky,201008,78.3,117,74.8,3.5
1600,Louisiana,201008,85,124,81.6,3.4
1700,Maine,201008,65.2,101,63,2.2
1800,Maryland,201008,76.4,118,73.2,3.2
1900,Massachusetts,201008,70.1,104,67.5,2.6
2000,Michigan,201008,70.7,120,65.9,4.8
2100,Minnesota,201008,70.2,120,66.3,3.9
2200,Mississippi,201008,83.8,123,80.2,3.6
2300,Missouri,201008,79,111,76,3
2400,Montana,201008,63.8,51,64.1,-0.3
2500,Nebraska,201008,74.8,106,72.3,2.5
2600,Nevada,201008,69.9,51,70.1,-0.2
2700,New Hampshire,201008,66,93,64.1,1.9
2800,New Jersey,201008,74.9,115,71.6,3.3
2900,New Mexico,201008,72.3,103,70.9,1.4
3000,New York,201008,68.2,102,66,2.2
3100,North Carolina,201008,78.6,122,75.6,3
3200,North Dakota,201008,69,97,66.9,2.1
3300,Ohio,201008,74.2,113,70.9,3.3
3400,Oklahoma,201008,83.9,107,80.9,3
3500,Oregon,201008,63.5,49,63.9,-0.4
3600,Pennsylvania,201008,70.8,104,68.4,2.4
3700,Rhode Island,201008,70.8,96,68.7,2.1
3800,South Carolina,201008,81.6,120,78.7,2.9
3900,South Dakota,201008,73.6,109,70.5,3.1
4000,Tennessee,201008,79.8,124,76,3.8
4100,Texas,201008,84.4,119,81.9,2.5
4200,Utah,201008,69.3,55,69.4,-0.1
4300,Vermont,201008,65.4,95,63.4,2
4400,Virginia,201008,76,118,73.1,2.9
4500,Washington,201008,63.5,55,63.5,0
4600,West Virginia,201008,73.3,113,70.4,2.9
4700,Wisconsin,201008,70.8,118,66.4,4.4
4800,Wyoming,201008,64.1,76,63.4,0.7
100,Alabama,201009,76.9,100,74.7,2.2
200,Arizona,201009,75.4,121,72,3.4
300,Arkansas,201009,74.8,91,72.8,2
400,California,201009,70.4,92,68.5,1.9
500,Colorado,201009,61.2,121,57.3,3.9
600,Connecticut,201009,65.6,117,61.5,4.1
700,Delaware,201009,71.4,116,67.4,4
800,Florida,201009,80.9,118,79.1,1.8
900,Georgia,201009,76.5,100,74.5,2
1000,Idaho,201009,56.4,88,54.7,1.7
1100,Illinois,201009,67.2,74,66.2,1
1200,Indiana,201009,67.2,87,65.7,1.5
1300,Iowa,201009,63.1,62,63,0.1
1400,Kansas,201009,70.8,95,68.6,2.2
1500,Kentucky,201009,70,80,68.6,1.4
1600,Louisiana,201009,79.8,108,77.2,2.6
1700,Maine,201009,58.3,113,54.9,3.4
1800,Maryland,201009,70.2,111,67,3.2
1900,Massachusetts,201009,64.6,118,60.4,4.2
2000,Michigan,201009,58.1,48,58.5,-0.4
2100,Minnesota,201009,55,28,56.8,-1.8
2200,Mississippi,201009,77,94,75.1,1.9
2300,Missouri,201009,68.8,70,68.2,0.6
2400,Montana,201009,54.1,59,53.8,0.3
2500,Nebraska,201009,63.6,70,62.8,0.8
2600,Nevada,201009,63.9,100,61.7,2.2
2700,New Hampshire,201009,60.1,114,56.5,3.6
2800,New Jersey,201009,69.2,118,65,4.2
2900,New Mexico,201009,68.3,122,64.5,3.8
3000,New York,201009,60.9,96,58.9,2
3100,North Carolina,201009,73.1,106,70.3,2.8
3200,North Dakota,201009,54.6,32,56.3,-1.7
3300,Ohio,201009,65.9,82,64.5,1.4
3400,Oklahoma,201009,75,96,73.1,1.9
3500,Oregon,201009,58.5,80,57.3,1.2
3600,Pennsylvania,201009,63.6,92,61.7,1.9
3700,Rhode Island,201009,65.5,112,61.9,3.6
3800,South Carolina,201009,76.6,108,73.7,2.9
3900,South Dakota,201009,59.1,38,60.2,-1.1
4000,Tennessee,201009,71.6,85,70.2,1.4
4100,Texas,201009,77.7,105,75.9,1.8
4200,Utah,201009,63.8,116,60.6,3.2
4300,Vermont,201009,59.2,110,56,3.2
4400,Virginia,201009,70,106,67.1,2.9
4500,Washington,201009,57.1,66,56.9,0.2
4600,West Virginia,201009,65.6,82,64.4,1.2
4700,Wisconsin,201009,56.9,36,58,-1.1
4800,Wyoming,201009,56.3,101,53.6,2.7
100,Alabama,201010,64.3,71,63.9,0.4
200,Arizona,201010,62.7,89,61,1.7
300,Arkansas,201010,62.7,81,61.8,0.9
400,California,201010,60.5,81,59.5,1
500,Colorado,201010,49.2,113,46.5,2.7
600,Connecticut,201010,52.8,93,51,1.8
700,Delaware,201010,58.6,96,56.4,2.2
800,Florida,201010,72.1,52,72.3,-0.2
900,Georgia,201010,64.8,73,64.2,0.6
1000,Idaho,201010,47.5,114,44.1,3.4
1100,Illinois,201010,56.5,91,54.6,1.9
1200,Indiana,201010,56,93,53.9,2.1
1300,Iowa,201010,53.9,99,51.4,2.5
1400,Kansas,201010,59.1,104,56.5,2.6
1500,Kentucky,201010,58.2,82,57,1.2
1600,Louisiana,201010,68.3,77,67.5,0.8
1700,Maine,201010,45.2,80,44.3,0.9
1800,Maryland,201010,57.8,94,55.8,2
1900,Massachusetts,201010,51.5,89,50,1.5
2000,Michigan,201010,49.9,100,47.5,2.4
2100,Minnesota,201010,49.1,110,45,4.1
2200,Mississippi,201010,65,75,64.4,0.6
2300,Missouri,201010,58.3,89,57,1.3
2400,Montana,201010,47.6,117,43.2,4.4
2500,Nebraska,201010,54,110,50.8,3.2
2600,Nevada,201010,52.9,98,50.7,2.2
2700,New Hampshire,201010,46.3,75,45.8,0.5
2800,New Jersey,201010,56,92,54,2
2900,New Mexico,201010,56.7,113,54.1,2.6
3000,New York,201010,48.5,70,48,0.5
3100,North Carolina,201010,60.9,81,59.6,1.3
3200,North Dakota,201010,48,113,44,4
3300,Ohio,201010,54.7,92,52.8,1.9
3400,Oklahoma,201010,62.3,79,61.6,0.7
3500,Oregon,201010,50,104,48.1,1.9
3600,Pennsylvania,201010,51.4,66,50.6,0.8
3700,Rhode Island,201010,53.5,92,51.9,1.6
3800,South Carolina,201010,64.4,85,63.2,1.2
3900,South Dakota,201010,51.6,114,47.8,3.8
4000,Tennessee,201010,59.2,67,58.8,0.4
4100,Texas,201010,67.2,86,66.1,1.1
4200,Utah,201010,51.1,101,48.9,2.2
4300,Vermont,201010,45.2,59,45.2,0
4400,Virginia,201010,58,94,56.2,1.8
4500,Washington,201010,48.6,98,47.2,1.4
4600,West Virginia,201010,54.2,74,53.3,0.9
4700,Wisconsin,201010,49.5,100,46.8,2.7
4800,Wyoming,201010,47.1,121,42.5,4.6
100,Alabama,201011,55.2,83,53.5,1.7
200,Arizona,201011,48.3,37,49.2,-0.9
300,Arkansas,201011,52,90,49.8,2.2
400,California,201011,48.6,46,49.5,-0.9
500,Colorado,201011,33.6,50,33.5,0.1
600,Connecticut,201011,41.9,86,40.2,1.7
700,Delaware,201011,47.5,91,45.7,1.8
800,Florida,201011,64.9,72,64.3,0.6
900,Georgia,201011,54.8,72,54.2,0.6
1000,Idaho,201011,30.5,39,31.6,-1.1
1100,Illinois,201011,43.7,96,40.8,2.9
1200,Indiana,201011,42.8,86,41.1,1.7
1300,Iowa,201011,38,81,35.7,2.3
1400,Kansas,201011,43.6,78,42,1.6
1500,Kentucky,201011,47.1,89,45.3,1.8
1600,Louisiana,201011,59,80,57.4,1.6
1700,Maine,201011,34.5,93,32.3,2.2
1800,Maryland,201011,46.1,83,44.8,1.3
1900,Massachusetts,201011,41,87,39.2,1.8
2000,Michigan,201011,37.8,102,34.6,3.2
2100,Minnesota,201011,30.7,86,27.9,2.8
2200,Mississippi,201011,55.7,84,53.9,1.8
2300,Missouri,201011,46.5,97,43.6,2.9
2400,Montana,201011,26.6,25,29.5,-2.9
2500,Nebraska,201011,36.7,68,35.9,0.8
2600,Nevada,201011,37.4,38,38.9,-1.5
2700,New Hampshire,201011,36.1,91,34.1,2
2800,New Jersey,201011,45,89,43.1,1.9
2900,New Mexico,201011,42,54,42.1,-0.1
3000,New York,201011,37.9,84,36.3,1.6
3100,North Carolina,201011,50,72,49.3,0.7
3200,North Dakota,201011,27.2,65,26.4,0.8
3300,Ohio,201011,41.9,78,40.8,1.1
3400,Oklahoma,201011,50.4,88,48.4,2
3500,Oregon,201011,36.7,40,37.7,-1
3600,Pennsylvania,201011,40.8,84,39.3,1.5
3700,Rhode Island,201011,43.3,89,41.5,1.8
3800,South Carolina,201011,54,73,53.1,0.9
3900,South Dakota,201011,32.1,59,31.7,0.4
4000,Tennessee,201011,49.8,90,47.4,2.4
4100,Texas,201011,56.6,82,54.6,2
4200,Utah,201011,34.8,41,36,-1.2
4300,Vermont,201011,35,88,33.2,1.8
4400,Virginia,201011,46.3,75,45.5,0.8
4500,Washington,201011,34.8,33,36.6,-1.8
4600,West Virginia,201011,43.2,79,42.1,1.1
4700,Wisconsin,201011,34.9,96,31.6,3.3
4800,Wyoming,201011,28.5,49,29,-0.5
100,Alabama,201012,40.3,7,46.4,-6.1
200,Arizona,201012,46.7,121,41.5,5.2
300,Arkansas,201012,38.9,23,41.5,-2.6
400,California,201012,45.8,109,43.1,2.7
500,Colorado,201012,31.1,120,25.2,5.9
600,Connecticut,201012,28.2,41,29.2,-1
700,Delaware,201012,31.7,17,36.2,-4.5
800,Florida,201012,50.1,1,58.8,-8.7
900,Georgia,201012,39.9,4,47.1,-7.2
1000,Idaho,201012,26.6,95,23.9,2.7
1100,Illinois,201012,24,16,29.4,-5.4
1200,Indiana,201012,24.3,14,30.3,-6
1300,Iowa,201012,19.1,30,22.7,-3.6
1400,Kansas,201012,32.3,60,31.5,0.8
1500,Kentucky,201012,29,6,36.2,-7.2
1600,Louisiana,201012,48.1,19,50.9,-2.8
1700,Maine,201012,23.4,105,18.7,4.7
1800,Maryland,201012,30.8,16,35.3,-4.5
1900,Massachusetts,201012,27.8,49,28.1,-0.3
2000,Michigan,201012,22.8,52,23.3,-0.5
2100,Minnesota,201012,11.5,46,12.9,-1.4
2200,Mississippi,201012,42.3,13,46.8,-4.5
2300,Missouri,201012,29.6,21,33,-3.4
2400,Montana,201012,19,39,20.6,-1.6
2500,Nebraska,201012,26.1,57,25.3,0.8
2600,Nevada,201012,35.6,114,31.2,4.4
2700,New Hampshire,201012,23.1,69,21.7,1.4
2800,New Jersey,201012,30.8,29,33,-2.2
2900,New Mexico,201012,40.4,123,34.3,6.1
3000,New York,201012,23.1,38,24.5,-1.4
3100,North Carolina,201012,33.6,3,41.5,-7.9
3200,North Dakota,201012,9.6,39,12.7,-3.1
3300,Ohio,201012,24.8,19,30.4,-5.6
3400,Oklahoma,201012,39.5,64,38.9,0.6
